freq,stage1_db,stage1_deg,stage2_db,stage2_deg,stage3_db,stage3_deg
1.31825673855641e+01,-5.93877124749261e-02,-9.47074541063383e+00,-5.95338886015336e-02,-1.61951363322436e+01,-7.81434616571820e-03,-1.86678877840528e+01
1.34896288259165e+01,-6.21760359921190e-02,-9.69030995269141e+00,-6.23385402999865e-02,-1.65720675287670e+01,-8.17592803461605e-03,-1.91031658455391e+01
1.38038426460288e+01,-6.50948107779220e-02,-9.91491504955984e+00,-6.52753863819014e-02,-1.69577571014725e+01,-8.55407871915363e-03,-1.95486153676328e+01
1.41253754462275e+01,-6.81500930548558e-02,-1.01446728886290e+01,-6.83506591371580e-02,-1.73524075368541e+01,-8.94953424445257e-03,-2.00044756683682e+01
1.44543977074593e+01,-7.13482157176296e-02,-1.03796979033944e+01,-7.15708848836511e-02,-1.77562259306386e+01,-9.36306109983226e-03,-2.04709918196578e+01
1.47910838816821e+01,-7.46958005433991e-02,-1.06201068002954e+01,-7.49428978688941e-02,-1.81694240876504e+01,-9.79545728207383e-03,-2.09484147951446e+01
1.51356124843621e+01,-7.81997708997420e-02,-1.08660185844473e+01,-7.84738548330342e-02,-1.85922186234862e+01,-1.02475533519592e-02,-2.14370016226084e+01
1.54881661891248e+01,-8.18673649666707e-02,-1.11175545841316e+01,-8.21712502656446e-02,-1.90248310680036e+01,-1.07202135019508e-02,-2.19370155411251e+01
1.58489319246111e+01,-8.57061494889332e-02,-1.13748384738933e+01,-8.60429323897547e-02,-1.94674879706299e+01,-1.12143366317815e-02,-2.24487261631912e+01
1.62181009735893e+01,-8.97240340751858e-02,-1.16379962960873e+01,-9.00971199087549e-02,-1.99204210074921e+01,-1.17308574289402e-02,-2.29724096420417e+01
1.65958690743756e+01,-9.39292860605579e-02,-1.19071564807044e+01,-9.43424195534758e-02,-2.03838670903683e+01,-1.22707474501646e-02,-2.35083488444032e+01
1.69824365246174e+01,-9.83305459488569e-02,-1.21824498632927e+01,-9.87878444685434e-02,-2.08580684774559e+01,-1.28350161996848e-02,-2.40568335289426e+01
1.73780082874937e+01,-1.02936843450944e-01,-1.24640097007825e+01,-1.03442833479602e-01,-2.13432728859500e+01,-1.34247121996176e-02,-2.46181605306873e+01
1.77827941003892e+01,-1.07757614135230e-01,-1.27519716850049e+01,-1.08317271284649e-01,-2.18397336064219e+01,-1.40409240469495e-02,-2.51926339517165e+01
1.81970085860998e+01,-1.12802716706161e-01,-1.30464739536845e+01,-1.13421509615463e-01,-2.23477096189821e+01,-1.46847814511806e-02,-2.57805653584407e+01
1.86208713666287e+01,-1.18082450926095e-01,-1.33476570986694e+01,-1.18766389417485e-01,-2.28674657112097e+01,-1.53574562459958e-02,-2.63822739858140e+01
1.90546071796325e+01,-1.23607576195486e-01,-1.36556641711484e+01,-1.24363264099040e-01,-2.33992725978238e+01,-1.60601633674630e-02,-2.69980869488467e+01
1.94984459975804e+01,-1.29389330805664e-01,-1.39706406835890e+01,-1.30224023903761e-01,-2.39434070420686e+01,-1.67941617905210e-02,-2.76283394618148e+01
1.99526231496888e+01,-1.35439451877630e-01,-1.42927346081115e+01,-1.36361121462873e-01,-2.45001519787763e+01,-1.75607554145893e-02,-2.82733750655950e+01
2.04173794466953e+01,-1.41770195999578e-01,-1.46220963710016e+01,-1.42787598587478e-01,-2.50697966390671e+01,-1.83612938883897e-02,-2.89335458635855e+01
2.08929613085404e+01,-1.48394360574557e-01,-1.49588788430407e+01,-1.49517114364196e-01,-2.56526366766387e+01,-1.91971733626802e-02,-2.96092127667115e+01
2.13796208950223e+01,-1.55325305888452e-01,-1.53032373253181e+01,-1.56563974621140e-01,-2.62489742955866e+01,-2.00698371589472e-02,-3.03007457480528e+01
2.18776162394955e+01,-1.62576977907203e-01,-1.56553295301699e+01,-1.63943162835495e-01,-2.68591183796939e+01,-2.09807763407059e-02,-3.10085241076781e+01
2.23872113856834e+01,-1.70163931810125e-01,-1.60153155568665e+01,-1.71670372557543e-01,-2.74833846231121e+01,-2.19315301726891e-02,-3.17329367483158e+01
2.29086765276777e+01,-1.78101356264654e-01,-1.63833578616536e+01,-1.79762041431381e-01,-2.81220956623515e+01,-2.29236864525189e-02,-3.24743824625478e+01
2.34422881531992e+01,-1.86405098445381e-01,-1.67596212217284e+01,-1.88235386896429e-01,-2.87755812094806e+01,-2.39588816970733e-02,-3.32332702322687e+01
2.39883291901949e+01,-1.95091689797922e-01,-1.71442726927116e+01,-1.97108443660021e-01,-2.94441781864274e+01,-2.50388011653634e-02,-3.40100195412188e+01
2.45470891568503e+01,-2.04178372545311e-01,-1.75374815591529e+01,-2.06400103036172e-01,-3.01282308602546e+01,-2.61651786973040e-02,-3.48050607014710e+01
2.51188643150958e+01,-2.13683126931724e-01,-1.79394192775876e+01,-2.16130154252521e-01,-3.08280909792685e+01,-2.73397963469531e-02,-3.56188351948274e+01
2.57039578276886e+01,-2.23624699194615e-01,-1.83502594116349e+01,-2.26319327833139e-01,-3.15441179098012e+01,-2.85644837863032e-02,-3.64517960301702e+01
2.63026799189538e+01,-2.34022630252794e-01,-1.87701775586104e+01,-2.36989341172700e-01,-3.22766787734831e+01,-2.98411174546197e-02,-3.73044081179044e+01
2.69153480392691e+01,-2.44897285093536e-01,-1.91993512670982e+01,-2.48162946424711e-01,-3.30261485848025e+01,-3.11716194262178e-02,-3.81771486627370e+01
2.75422870333816e+01,-2.56269882837580e-01,-1.96379599449072e+01,-2.59863980835040e-01,-3.37929103887192e+01,-3.25579559678033e-02,-3.90705075761496e+01
2.81838293126445e+01,-2.68162527455146e-01,-2.00861847568138e+01,-2.72117419660667e-01,-3.45773553980704e+01,-3.40021357544805e-02,-3.99849879100541e+01
2.88403150312660e+01,-2.80598239101287e-01,-2.05442085114688e+01,-2.84949431823602e-01,-3.53798831304724e+01,-3.55062077120812e-02,-4.09211063132567e+01
2.95120922666638e+01,-2.93600986032123e-01,-2.10122155368279e+01,-2.98387438460034e-01,-3.62009015443823e+01,-3.70722584508489e-02,-4.18793935125192e+01
3.01995172040201e+01,-3.07195717057405e-01,-2.14903915434419e+01,-3.12460174536357e-01,-3.70408271739402e+01,-3.87024092544793e-02,-4.28603948201728e+01
3.09029543251359e+01,-3.21408394477427e-01,-2.19789234749261e+01,-3.27197753715989e-01,-3.79000852621613e+01,-4.03988125861193e-02,-4.38646706704388e+01
3.16227766016838e+01,-3.36266027444538e-01,-2.24779993449067e+01,-3.42631736674061e-01,-3.87791098919884e+01,-4.21636480716282e-02,-4.48927971868193e+01
3.23593656929628e+01,-3.51796705681332e-01,-2.29878080597320e+01,-3.58795203071432e-01,-3.96783441146516e+01,-4.39991179185252e-02,-4.59453667831618e+01
3.31131121482591e+01,-3.68029633478296e-01,-2.35085392262161e+01,-3.75722827415167e-01,-4.05982400747035e+01,-4.59074417281878e-02,-4.70229888012644e+01
3.38844156139202e+01,-3.84995163884349e-01,-2.40403829436779e+01,-3.93450959049053e-01,-4.15392591310127e+01,-4.78908506572414e-02,-4.81262901881827e+01
3.46736850452531e+01,-4.02724832993147e-01,-2.45835295795262e+01,-4.12017706536037e-01,-4.25018719728989e+01,-4.99515808840098e-02,-4.92559162167292e+01
3.54813389233575e+01,-4.21251394217212e-01,-2.51381695276404e+01,-4.31463026713737e-01,-4.34865587304780e+01,-5.20918663351681e-02,-5.04125312530207e+01
3.63078054770101e+01,-4.40608852430040e-01,-2.57044929487950e+01,-4.51828818724682e-01,-4.44938090781541e+01,-5.43139306281138e-02,-5.15968195753402e+01
3.71535229097172e+01,-4.60832497844282e-01,-2.62826894923835e+01,-4.73159023345857e-01,-4.55241223300447e+01,-5.66199781862239e-02,-5.28094862490403e+01
3.80189396320561e+01,-4.81958939480823e-01,-2.68729479987051e+01,-4.95499727964957e-01,-4.65780075259524e+01,-5.90121844851100e-02,-5.40512580627267e+01
3.89045144994280e+01,-5.04026138069955e-01,-2.74754561810962e+01,-5.18899277576634e-01,-4.76559835062967e+01,-6.14926853921583e-02,-5.53228845315455e+01
3.98107170553497e+01,-5.27073438211553e-01,-2.80904002872136e+01,-5.43408392197905e-01,-4.87585789741902e+01,-6.40635655649815e-02,-5.66251389740425e+01
4.07380277804112e+01,-5.51141599606251e-01,-2.87179647388043e+01,-5.69080291130476e-01,-4.98863325425833e+01,-6.67268458817810e-02,-5.79588196698055e+01
4.16869383470335e+01,-5.76272827154043e-01,-2.93583317493406e+01,-5.95970824525851e-01,-5.10397927640967e+01,-6.94844698836173e-02,-5.93247511059276e+01
4.26579518801592e+01,-6.02510799700939e-01,-3.00116809189450e+01,-6.24138612739791e-01,-5.22195181408201e+01,-7.23382892206923e-02,-6.07237853212743e+01
4.36515832240165e+01,-6.29900697197845e-01,-3.06781888060919e+01,-6.53645193992666e-01,-5.34260771109560e+01,-7.52900481080332e-02,-6.21568033586065e+01
4.46683592150962e+01,-6.58489226019204e-01,-3.13580284756406e+01,-6.84555180883029e-01,-5.46600480087385e+01,-7.83413668148439e-02,-6.36247168358325e+01
4.57088189614874e+01,-6.88324642172080e-01,-3.20513690228374e+01,-7.16936426331984e-01,-5.59220189935402e+01,-8.14937242349825e-02,-6.51284696490500e+01
4.67735141287197e+01,-7.19456772109464e-01,-3.27583750730215e+01,-7.50860199564509e-01,-5.72125879434908e+01,-8.47484396160310e-02,-6.66690398216374e+01
4.78630092322638e+01,-7.51937030844678e-01,-3.34792062568738e+01,-7.86401372760932e-01,-5.85323623082636e+01,-8.81066535625208e-02,-6.82474415154755e+01
4.89778819368445e+01,-7.85818437047413e-01,-3.42140166611740e+01,-8.23638619034533e-01,-5.98819589149244e+01,-9.15693084775858e-02,-6.98647272224899e+01
5.01187233627271e+01,-8.21155624785549e-01,-3.49629542551699e+01,-8.62654622409606e-01,-6.12620037198809e+01,-9.51371286692048e-02,-7.15219901571308e+01
5.12861383991364e+01,-8.58004851561778e-01,-3.57261602928118e+01,-9.03536300484977e-01,-6.26731314989944e+01,-9.88106004258969e-02,-7.32203668732178e+01
5.24807460249772e+01,-8.96424002279611e-01,-3.65037686912833e+01,-9.46375040470009e-01,-6.41159854668300e+01,-1.02589952468404e-01,-7.49610401318404e+01
5.37031796370252e+01,-9.36472588760031e-01,-3.72959053864386e+01,-9.91266949268970e-01,-6.55912168147908e+01,-1.06475137312473e-01,-7.67452420508021e+01
5.49540873857623e+01,-9.78211744418603e-01,-3.81026876659670e+01,-1.03831311826356e+00,-6.70994841565210e+01,-1.10465814244920e-01,-7.85742575705276e+01
5.62341325190348e+01,-1.02170421370296e+00,-3.89242234813236e+01,-1.08761990339666e+00,-6.86414528674402e+01,-1.14561334828697e-01,-8.04494282765366e+01
5.75439937337156e+01,-1.06701433588316e+00,-3.97606107397072e+01,-1.13929922108918e+00,-7.02177943035964e+01,-1.18760732129521e-01,-8.23721566246660e+01
5.88843655355588e+01,-1.11420802278240e+00,-4.06119365776167e+01,-1.19346886042007e+00,-7.18291848831843e+01,-1.23062715214791e-01,-8.43439106223676e+01
6.02559586074357e+01,-1.16335273003377e+00,-4.14782766177975e+01,-1.25025281186009e+00,-7.34763050120678e+01,-1.27465670939910e-01,-8.63662290278175e+01
6.16595001861481e+01,-1.21451742145010e+00,-4.23596942116675e+01,-1.30978161266562e+00,-7.51598378324794e+01,-1.31967675642066e-01,-8.84407271384859e+01
6.30957344480192e+01,-1.26777252609948e+00,-4.32562396696215e+01,-1.37219270880071e+00,-7.68804677717489e+01,-1.36566520149267e-01,-9.05691032525278e+01
6.45654229034654e+01,-1.32318988768844e+00,-4.41679494819216e+01,-1.43763083295334e+00,-7.86388788654644e+01,-1.41259752541724e-01,-9.27531459001722e+01
6.60693448007595e+01,-1.38084270586943e+00,-4.50948455332055e+01,-1.50624839783487e+00,-8.04357528269198e+01,-1.46044744448187e-01,-9.49947419586278e+01
6.76082975391980e+01,-1.44080546910808e+00,-4.60369343139783e+01,-1.57820590348819e+00,-8.22717668320942e+01,-1.50918788422823e-01,-9.72958857833065e+01
6.91830970918935e+01,-1.50315387877157e+00,-4.69942061327855e+01,-1.65367235676627e+00,-8.41475909868174e+01,-1.55879236258988e-01,-9.96586895109163e+01
7.07945784384136e+01,-1.56796476412935e+00,-4.79666343331053e+01,-1.73282570046620e+00,-8.60638854402668e+01,-1.60923691128788e-01,-1.02085394716745e+02
7.24435960074988e+01,-1.63531598799520e+00,-4.89541745193291e+01,-1.81585324880033e+00,-8.80212971066449e+01,-1.66050270419809e-01,-1.04578385639858e+02
7.41310241300916e+01,-1.70528634278280e+00,-4.99567637965273e+01,-1.90295212494218e+00,-9.00204559549273e+01,-1.71257961371424e-01,-1.07140204226599e+02
7.58577575029182e+01,-1.77795543679739e+00,-5.09743200290111e+01,-1.99432969529023e+00,-9.20619708251356e+01,-1.76547098488015e-01,-1.09773567285294e+02
7.76247116628690e+01,-1.85340357064326e+00,-5.20067411229954e+01,-2.09020399383528e+00,-9.41464247288801e+01,-1.81920000738369e-01,-1.12481386093926e+02
7.94328234724279e+01,-1.93171160369059e+00,-5.30539043389416e+01,-2.19080412859475e+00,-9.62743695922006e+01,-1.87381818417502e-01,-1.15266788857994e+02
8.12830516164097e+01,-2.01296081061624e+00,-5.41156656394008e+01,-2.29637066048724e+00,-9.84463204002947e+01,-1.92941655125635e-01,-1.18133146477552e+02
8.31763771102669e+01,-2.09723272811014e+00,-5.51918590783825e+01,-2.40715594327238e+00,-1.00662748706920e+02,-1.98614050755389e-01,-1.21084102149557e+02
8.51138038202374e+01,-2.18460899192320e+00,-5.62822962384386e+01,-2.52342441129342e+00,-1.02924075476459e+02,-2.04420938150150e-01,-1.24123605401675e+02
8.70963589956078e+01,-2.27517116452153e+00,-5.73867657217628e+01,-2.64545279976265e+00,-1.05230663234269e+02,-2.10394221101319e-01,-1.27255951222159e+02
8.91250938133743e+01,-2.36900055370720e+00,-5.85050327016645e+01,-2.77353028027379e+00,-1.07582807511444e+02,-2.16579167007953e-01,-1.30485825009368e+02
9.12010839355907e+01,-2.46617802266455e+00,-5.96368385407689e+01,-2.90795849217554e+00,-1.09980727583919e+02,-2.23038866856245e-01,-1.33818354100878e+02
9.33254300796988e+01,-2.56678379199398e+00,-6.07819004822185e+01,-3.04905144849028e+00,-1.12424556523390e+02,-2.29860091925414e-01,-1.37259166634926e+02
9.54992586021433e+01,-2.67089723440022e+00,-6.19399114200069e+01,-3.19713529332519e+00,-1.14914330599121e+02,-2.37160975254844e-01,-1.40814458413285e+02
9.77237220955808e+01,-2.77859666280849e+00,-6.31105397543397e+01,-3.35254788634487e+00,-1.17449978095635e+02,-2.45101071528125e-01,-1.44491068224094e+02
9.99999999999997e+01,-2.88995911278761e+00,-6.42934293376155e+01,-3.51563818902478e+00,-1.20031307641616e+02,-2.53894507052494e-01,-1.48296561669556e+02
1.02329299228075e+02,-3.00506012026392e+00,-6.54881995162148e+01,-3.68676542728271e+00,-1.22657996179881e+02,-2.63827126819154e-01,-1.52239322813525e+02
1.04712854805090e+02,-3.12397349560993e+00,-6.66944452728086e+01,-3.86629800590650e+00,-1.25329576746604e+02,-2.75278780865624e-01,-1.56328651753082e+02
1.07151930523760e+02,-3.24677109528783e+00,-6.79117374733225e+01,-4.05461215219703e+00,-1.28045426269170e+02,-2.88752164525331e-01,-1.60574864290802e+02
1.09647819614318e+02,-3.37352259231612e+00,-6.91396232220414e+01,-4.25209026965774e+00,-1.30804753634806e+02,-3.04909922637050e-01,-1.64989386914536e+02
1.12201845430196e+02,-3.50429524690750e+00,-7.03776263275991e+01,-4.45911898760814e+00,-1.33606588324548e+02,-3.24622011461063e-01,-1.69584835845301e+02
1.14815362149688e+02,-3.63915367869559e+00,-7.16252478817855e+01,-4.67608689946019e+00,-1.36449769946586e+02,-3.49025512284787e-01,-1.74375062449781e+02
1.17489755493953e+02,-3.77815964202426e+00,-7.28819669522192e+01,-4.90338199118732e+00,-1.39332939036423e+02,-3.79599075308619e-01,-1.79375138227827e+02
1.20226443461741e+02,-3.92137180581682e+00,-7.41472413889895e+01,-5.14138877223497e+00,-1.42254529514360e+02,-4.18253715467603e-01,1.75398759646737e+02
1.23026877081238e+02,-4.06884553956912e+00,-7.54205087443742e+01,-5.39048513358566e+00,-1.45212763198913e+02,-4.67440424277311e-01,1.69929616744190e+02
1.25892541179416e+02,-4.22063270702137e+00,-7.67011873037105e+01,-5.65103897143815e+00,-1.48205646762301e+02,-5.30272479463699e-01,1.64200076066982e+02
1.28824955169313e+02,-4.37678146905627e+00,-7.79886772244316e+01,-5.92340462909420e+00,-1.51230971475468e+02,-6.10655750077510e-01,1.58193248295331e+02
1.31825673855640e+02,-4.53733609734497e+00,-7.92823617792189e+01,-6.20791922267088e+00,-1.54286316020916e+02,-7.13413011065548e-01,1.51893936089476e+02
1.34896288259165e+02,-4.70233680021743e+00,-8.05816086981539e+01,-6.50489892594186e+00,-1.57369052551514e+02,-8.44377954556621e-01,1.45290359850200e+02
1.38038426460288e+02,-4.87181956216971e+00,-8.18857716037136e+01,-6.81463529314980e+00,-1.60476356051235e+02,-1.01042198739416e+00,1.38376422125481e+02
1.41253754462275e+02,-5.04581599833736e+00,-8.31941915314539e+01,-7.13739169353391e+00,-1.63605216933067e+02,-1.21936508550441e+00,1.31154436759506e+02
1.44543977074592e+02,-5.22435322516272e+00,-8.45061985282781e+01,-7.47339991748688e+00,-1.66752456731689e+02,-1.47971739843765e+00,1.23638063634179e+02
1.47910838816820e+02,-5.40745374836488e+00,-8.58211133193152e+01,-7.82285699708847e+00,-1.69914746761793e+02,-1.80021066254489e+00,1.15854947717230e+02
1.51356124843620e+02,-5.59513536918615e+00,-8.71382490336478e+01,-8.18592227602939e+00,-1.73088629736626e+02,-2.18911717703808e+00,1.07848335878255e+02
1.54881661891248e+02,-5.78741110973947e+00,-8.84569129784445e+01,-8.56271478184475e+00,-1.76270544513119e+02,-2.65342007729815e+00,9.96768725417763e+01
1.58489319246111e+02,-5.98428915811973e+00,-8.97764084504846e+01,-8.95331100342576e+00,-1.79456854181912e+02,-3.19797492444083e+00,9.14120038734547e+01
1.62181009735892e+02,-6.18577283376990e+00,-9.10960365736163e+01,-9.35774323965840e+00,1.77356122543646e+02,-3.82485306635401e+00,8.31329961414356e+01
1.65958690743755e+02,-6.39186057341429e+00,-9.24150981503833e+01,-9.77599871553634e+00,1.74172077309237e+02,-4.53304327769410e+00,7.49203330593588e+01
1.69824365246174e+02,-6.60254593768658e+00,-9.37328955158773e+01,-1.02080196187499e+01,1.70994676881676e+02,-5.31859881340569e+00,6.68488500848741e+01
1.73780082874937e+02,-6.81781763839466e+00,-9.50487343818530e+01,-1.06537040951268e+01,1.67827528541576e+02,-6.17518641532414e+00,5.89820649639215e+01
1.77827941003892e+02,-7.03765958617843e+00,-9.63619256592483e+01,-1.11129081088888e+01,1.64674147835145e+02,-7.09488406754761e+00,5.13687142064154e+01
1.81970085860998e+02,-7.26205095813540e+00,-9.76717872475202e+01,-1.15854479869536e+01,1.61537929836153e+02,-8.06903315661581e+00,4.40417595109596e+01
1.86208713666286e+02,-7.49096628481337e+00,-9.89776457795914e+01,-1.20711034510312e+01,1.58422124391185e+02,-9.08898236713550e+00,3.70194579874073e+01
1.90546071796324e+02,-7.72437555580343e+00,-1.00278838311735e+02,-1.25696209763975e+01,1.55329815347297e+02,-1.01466327160741e+01,3.03077367364803e+01
1.94984459975804e+02,-7.96224434301197e+00,-1.01574713948364e+02,-1.30807173638865e+01,1.52263903571272e+02,-1.12347657171990e+01,2.39030945612979e+01
1.99526231496887e+02,-8.20453394054965e+00,-1.02864635392446e+02,-1.36040834458227e+01,1.49227093568550e+02,-1.23471854801812e+01,1.77954435142067e+01
2.04173794466952e+02,-8.45120152004957e+00,-1.04147980413102e+02,-1.41393878616155e+01,1.46221883564250e+02,-1.34787262195103e+01,1.19705510619298e+01
2.08929613085403e+02,-8.70220030011897e+00,-1.05424143222889e+02,-1.46862808411947e+01,1.43250558935733e+02,-1.46251767564578e+01,6.41195301562153e+00
2.13796208950222e+02,-8.95747972853831e+00,-1.06692535758223e+02,-1.52443979331892e+01,1.40315188864700e+02,-1.57831633706499e+01,1.10234372798275e+00
2.18776162394954e+02,-9.21698567575037e+00,-1.07952588857459e+02,-1.58133636154682e+01,1.37417626021218e+02,-1.69500195298356e+01,-3.97548094530946e+00
2.23872113856833e+02,-9.48066063813005e+00,-1.09203753332192e+02,-1.63927947304241e+01,1.34559509025621e+02,-1.81236597342396e+01,-8.83803014165810e+00
2.29086765276776e+02,-9.74844394949262e+00,-1.10445500928404e+02,-1.69823036958155e+01,1.31742267375285e+02,-1.93024663729595e+01,-1.35007800696073e+01
2.34422881531991e+02,-1.00202719992847e+01,-1.11677325175173e+02,-1.75815014527999e+01,1.28967128481688e+02,-2.04851930396087e+01,-1.79780131084805e+01
2.39883291901948e+02,-1.02960784559062e+01,-1.12898742119685e+02,-1.81900001245159e+01,1.26235126442195e+02,-2.16708845586431e+01,-2.22827733926538e+01
2.45470891568502e+02,-1.05757944936335e+01,-1.14109290948321e+02,-1.88074153700846e+01,1.23547112169317e+02,-2.28588123239766e+01,-2.64268948264905e+01
2.51188643150957e+02,-1.08593490216516e+01,-1.15308534494527e+02,-1.94333684293826e+01,1.20903764514625e+02,-2.40484228649233e+01,-3.04210708643837e+01
2.57039578276885e+02,-1.11466689137548e+01,-1.16496059635138e+02,-2.00674878629415e+01,1.18305602051067e+02,-2.52392974171892e+01,-3.42749455221434e+01
2.63026799189537e+02,-1.14376792373417e+01,-1.17671477577596e+02,-2.07094109986282e+01,1.15752995212079e+02,-2.64311204209001e+01,-3.79972123927108e+01
2.69153480392690e+02,-1.17323034804058e+01,-1.18834424041340e+02,-2.13587851023525e+01,1.13246178525345e+02,-2.76236551329481e+01,-4.15957135206380e+01
2.75422870333816e+02,-1.20304637753086e+01,-1.19984559337274e+02,-2.20152682939976e+01,1.10785262720202e+02,-2.88167248377496e+01,-4.50775334178835e+01
2.81838293126444e+02,-1.23320811182166e+01,-1.21121568349856e+02,-2.26785302322805e+01,1.08370246528483e+02,-3.00101984233191e+01,-4.84490857510343e+01
2.88403150312659e+02,-1.26370755831821e+01,-1.22245160426854e+02,-2.33482525934963e+01,1.06001028037172e+02,-3.12039793384447e+01,-5.17161916591752e+01
2.95120922666637e+02,-1.29453665299511e+01,-1.23355069182241e+02,-2.40241293693373e+01,1.03677415486701e+02,-3.23979971558313e+01,-5.48841495368355e+01
3.01995172040200e+02,-1.32568728046873e+01,-1.24451052218044e+02,-2.47058670084014e+01,1.01399137440153e+02,-3.35922011365769e+01,-5.79577966248715e+01
3.09029543251358e+02,-1.35715129329079e+01,-1.25532890771223e+02,-2.53931844248290e+01,9.91658522759120e+01,-3.47865553276242e+01,-6.09415630230347e+01
3.16227766016837e+02,-1.38892053040317e+01,-1.26600389291828e+02,-2.60858128959121e+01,9.69771569792319e+01,-3.59810348312356e+01,-6.38395188588911e+01
3.23593656929627e+02,-1.42098683470452e+01,-1.27653374958794e+02,-2.67834958686532e+01,9.48325952270591e+01,-3.71756229693529e+01,-6.66554153770428e+01
3.31131121482590e+02,-1.45334206968917e+01,-1.28691697139750e+02,-2.74859886932465e+01,9.27316647754639e+01,-3.83703091306293e+01,-6.93927206884771e+01
3.38844156139201e+02,-1.48597813512857e+01,-1.29715226801190e+02,-2.81930582994059e+01,9.06738241706168e+01,-3.95650871379552e+01,-7.20546508669313e+01
3.46736850452530e+02,-1.51888698177453e+01,-1.30723855875276e+02,-2.89044828294546e+01,8.86584988128301e+01,-4.07599540126999e+01,-7.46441970128897e+01
3.54813389233574e+02,-1.55206062507231e+01,-1.31717496589372e+02,-2.96200512401668e+01,8.66850864091921e+01,-4.19549090412903e+01,-7.71641488356882e+01
3.63078054770100e+02,-1.58549115787941e+01,-1.32696080764239e+02,-3.03395628835622e+01,8.47529618541745e+01,-4.31499530721920e+01,-7.96171152357057e+01
3.71535229097171e+02,-1.61917076219318e+01,-1.33659559086585e+02,-3.10628270752116e+01,8.28614815796969e+01,-4.43450879884843e+01,-8.20055423048203e+01
3.80189396320559e+02,-1.65309171989732e+01,-1.34607900361408e+02,-3.17896626571336e+01,8.10099874168293e+01,-4.55403163142638e+01,-8.43317291055945e+01
3.89045144994279e+02,-1.68724642254285e+01,-1.35541090749269e+02,-3.25198975610534e+01,7.91978100109322e+01,-4.67356409230403e+01,-8.65978415385285e+01
3.98107170553495e+02,-1.72162738018480e+01,-1.36459132993358e+02,-3.32533683766430e+01,7.74242718308258e+01,-4.79310648238496e+01,-8.88059245620469e+01
4.07380277804111e+02,-1.75622722930026e+01,-1.37362045640848e+02,-3.39899199283708e+01,7.56886898107941e+01,-4.91265910065568e+01,-9.09579129912711e+01
